"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
2008034,"  8034 Akka (1992 LR)",8034,Akka,N,18.01,,,,7.283,59800,0.4092,1.83,1.081,2.02,232.83,68.23,46.45,2.58,0.0735,2.67,3.92,AMO
2008035,"  8035 (1992 TB)",8035,,N,17.15,,,,,59800,0.4625,1.342,0.721,28.31,185.63,6.09,226.57,1.96,0.272,2.99,4.67,APO
2008037,"  8037 (1993 HO1)",8037,,N,16.63,,,,12.98,59800,0.4180,1.986,1.156,5.91,22.39,105.74,209.88,2.82,0.202,2.28,3.74,AMO
2008176,"  8176 (1991 WA)",8176,,N,17.04,,,,7.111,59800,0.6431,1.575,0.562,39.59,66.51,241.90,221.84,2.59,0.193,3.22,3.95,APO
2008201,"  8201 (1994 AH2)",8201,,N,15.95,,1.859,0.154,23.949,59800,0.7068,2.538,0.744,9.55,164.10,25.11,4.49,4.33,0.101,0.656,3.02,APO
2008507,"  8507 (1991 CB1)",8507,,N,17.36,,,,,59800,0.5946,1.687,0.684,14.59,317.41,345.79,9.54,2.69,0.22,2.59,3.97,APO
2008566,"  8566 (1996 EN)",8566,,Y,16.38,,1.568,0.217,4.849,59800,0.4303,1.506,0.858,37.98,164.12,125.16,23.57,2.15,0.0216,3.48,4.22,APO
2008567,"  8567 (1996 HW1)",8567,,N,15.35,,2.928,0.156,8.7573,59800,0.4495,2.045,1.126,8.45,177.10,177.30,269.95,2.96,0.121,2.49,3.65,AMO
2008709,"  8709 Kadlu (1994 JF1)",8709,Kadlu,N,17.08,,,,50.6,59800,0.4889,2.529,1.293,3.52,119.24,153.62,346.44,3.77,0.278,1.38,3.27,AMO
2009058,"  9058 (1992 JB)",9058,,N,18.01,,,,,59800,0.3596,1.557,0.997,16.09,218.30,307.08,238.86,2.12,0.0854,2.94,4.32,APO
2009162,"  9162 Kwiila (1987 OA)",9162,Kwiila,N,18.03,,1.127,0.088,15.13,59800,0.5955,1.497,0.605,9.01,180.02,235.79,6.68,2.39,0.0811,3.03,4.33,APO
2009172,"  9172 Abhramu (1989 OB)",9172,Abhramu,N,16.65,,,,,59800,0.5530,2.709,1.211,7.84,287.64,74.07,141.72,4.21,0.252,1.45,3.11,AMO
2009202,"  9202 (1993 PB)",9202,,N,16.08,,1.617,0.332,,59800,0.6078,1.424,0.558,40.82,315.92,212.34,120.96,2.29,0.372,2.91,4.28,APO
2009400,"  9400 (1994 TW1)",9400,,N,14.86,,3.698,0.155,97.1,59800,0.5806,2.587,1.085,36.00,3.36,62.13,221.73,4.09,0.285,2.48,2.94,AMO
2009856,"  9856 (1991 EE)",9856,,Y,17.05,,1.0,0.3,3.045,59800,0.6259,2.242,0.839,9.83,168.10,116.22,79.64,3.65,0.0221,1.69,3.33,APO
2009950,"  9950 ESA (1990 VB)",9950,ESA,N,16.21,,,,6.712,59800,0.5330,2.438,1.139,14.59,253.49,103.53,124.10,3.74,0.28,2.1,3.25,AMO
2010115," 10115 (1992 SK)",10115,,Y,17.16,,0.938,0.318,7.319,59800,0.3248,1.248,0.843,15.32,8.90,233.65,239.34,1.65,0.0451,3.4,5.06,APO
2010145," 10145 (1994 CK1)",10145,,N,16.98,,,,49.2892,59800,0.6329,1.901,0.698,4.55,328.40,27.40,47.62,3.10,0.0628,2.36,3.67,APO
2010150," 10150 (1994 PN)",10150,,N,15.48,,,,2.965,59800,0.5440,2.375,1.083,45.95,112.99,234.01,212.32,3.67,0.226,2.44,2.98,AMO
2010165," 10165 (1995 BL2)",10165,,N,17.43,,0.829,0.372,,59800,0.5037,1.235,0.613,23.90,312.44,348.46,236.96,1.86,0.376,3.41,4.98,APO
2010302," 10302 (1989 ML)",10302,,N,19.47,,,,19.164,59800,0.1368,1.273,1.099,4.38,104.30,183.57,17.89,1.45,0.082,3.64,5.07,AMO
2010563," 10563 Izhdubar (1993 WD)",10563,Izhdubar,N,16.94,,,,,59800,0.2663,1.007,0.739,63.46,56.56,132.19,46.35,1.27,0.146,3.82,5.55,APO
2010636," 10636 (1998 QK56)",10636,,N,17.70,,0.533,0.645,9.876,59800,0.5125,1.885,0.919,13.58,172.94,286.32,54.40,2.85,0.112,2.49,3.77,APO
2010860," 10860 (1995 LE)",10860,,N,17.32,,,,,59800,0.5745,2.578,1.097,4.15,257.25,75.46,186.01,4.06,0.113,1.39,3.17,AMO
2011054," 11054 (1991 FA)",11054,,N,17.08,,,,2.57223,59800,0.4464,1.979,1.096,3.08,339.07,92.32,150.83,2.86,0.124,2.47,3.73,AMO
2011066," 11066 Sigurd (1992 CC1)",11066,Sigurd,N,15.25,,2.104,0.190,8.4958,59800,0.3755,1.391,0.869,36.88,349.23,22.01,314.85,1.91,0.118,3.59,4.51,APO
2011284," 11284 Belenus (1990 BA)",11284,Belenus,N,18.26,,,,5.43,59800,0.3374,1.74,1.153,1.99,311.74,171.16,60.80,2.33,0.17,2.76,4.08,AMO
2011311," 11311 Peleus (1993 XN2)",11311,Peleus,N,15.91,,,,,59800,0.5359,2.117,0.983,25.49,59.33,313.40,130.62,3.25,0.0965,2.47,3.43,APO
2011398," 11398 (1998 YP11)",11398,,N,16.41,,1.316,0.318,38.6,59800,0.3889,1.721,1.052,15.02,144.78,74.71,117.70,2.39,0.204,2.69,4.05,AMO
2011405," 11405 (1999 CV3)",11405,,N,15.29,,3.621,0.112,6.504,59800,0.3937,1.46,0.885,22.86,141.28,96.37,66.74,2.03,0.119,3.2,4.46,APO
2011500," 11500 Tomaiyowit (1989 UR)",11500,Tomaiyowit,Y,18.37,,0.738,0.142,73,59800,0.3560,1.08,0.695,10.31,234.40,289.52,340.92,1.46,0.0348,3.54,5.66,APO
2011885," 11885 Summanus (1990 SS)",11885,Summanus,N,18.52,,1.298,0.033,7.368,59800,0.4744,1.703,0.895,19.43,359.79,116.23,64.58,2.51,0.0681,2.76,4,APO
2012538," 12538 (1998 OH)",12538,,Y,15.89,,1.663,0.232,2.575,59800,0.4062,1.542,0.915,24.54,220.70,321.79,265.07,2.17,0.0288,2.89,4.28,APO
2012711," 12711 Tukmit (1991 BB)",12711,Tukmit,N,16.01,,,,3.4848,59800,0.2721,1.186,0.864,38.49,294.98,322.87,41.02,1.51,0.111,3.72,5.11,APO
2012923," 12923 Zephyr (1999 GK4)",12923,Zephyr,Y,15.82,,2.060,0.199,3.891,59800,0.4922,1.962,0.996,5.31,168.18,147.11,124.80,2.93,0.0212,2.41,3.72,APO
2013553," 13553 Masaakikoyama (1992 JE)",13553,Masaakikoyama,N,16.54,,,,58.,59800,0.4642,2.188,1.173,5.88,193.46,109.98,89.65,3.20,0.188,2.11,3.52,AMO
2013651," 13651 (1997 BR)",13651,,Y,17.92,,0.562,0.511,33.644,59800,0.3056,1.336,0.927,17.25,116.66,133.82,111.79,1.74,0.0143,3.36,4.82,APO
2014402," 14402 (1991 DB)",14402,,N,18.78,,0.6,0.14,2.261,59800,0.4021,1.715,1.025,11.42,158.22,51.34,334.62,2.40,0.103,2.59,4.07,AMO
2014827," 14827 Hypnos (1986 JK)",14827,Hypnos,Y,18.87,,0.9,,,59800,0.6657,2.843,0.950,1.98,57.94,238.18,217.17,4.74,0.0149,0.525,2.93,APO
2015745," 15745 Yuliya (1991 PM5)",15745,Yuliya,N,17.43,,,,3.2486,59800,0.2550,1.72,1.281,14.43,132.61,140.60,294.77,2.16,0.296,3.02,4.1,AMO
2015817," 15817 Lucianotesi (1994 QC)",15817,Lucianotesi,N,18.41,,,,11,59800,0.1182,1.324,1.168,13.87,162.49,94.27,182.86,1.48,0.248,3.56,4.9,AMO
2016064," 16064 Davidharvey (1999 RH27)",16064,Davidharvey,N,16.90,,4.106,0.020,178.5,59800,0.5892,2.848,1.170,4.54,335.56,104.76,239.95,4.53,0.204,0.865,3.02,AMO
2016636," 16636 (1993 QP)",16636,,N,18.78,,,,19.01,59800,0.4683,2.31,1.228,7.21,296.81,47.32,90.15,3.39,0.239,2.08,3.42,AMO
2016657," 16657 (1993 UB)",16657,,N,16.69,,,,,59800,0.4604,2.278,1.229,24.94,31.20,21.26,126.97,3.33,0.255,2.18,3.35,AMO
2016816," 16816 (1997 UF9)",16816,,N,16.29,,,,2.449,59800,0.6042,1.442,0.571,25.92,37.16,157.95,0.48,2.31,0.379,2.67,4.36,APO
2016834," 16834 (1997 WU22)",16834,,N,15.80,,1.87,0.22,9.345,59800,0.4421,1.468,0.819,15.99,260.78,334.33,164.21,2.12,0.146,2.93,4.46,APO
2016912," 16912 Rhiannon (1998 EP8)",16912,Rhiannon,N,17.94,,,,,59800,0.2728,1.751,1.273,24.52,169.18,221.22,304.50,2.23,0.321,3.31,3.99,AMO
2016960," 16960 (1998 QS52)",16960,,Y,14.43,,,,5.789,59800,0.8590,2.201,0.310,17.52,260.18,243.24,67.02,4.09,0.0178,1.6,3,APO
2017181," 17181 (1999 UM3)",17181,,N,16.60,,,,,59800,0.6740,2.37,0.773,10.65,113.57,36.80,59.67,3.97,0.071,1.13,3.17,APO
2017182," 17182 (1999 VU)",17182,,N,17.12,,2.885,0.028,6.61,59800,0.5536,1.387,0.619,9.27,333.51,203.18,263.02,2.15,0.144,2.82,4.6,APO
2017188," 17188 (1999 WC2)",17188,,N,16.52,,1.819,0.147,5.0638,59800,0.6370,2.216,0.804,29.45,269.78,287.26,293.30,3.63,0.0632,2.39,3.22,APO
2017274," 17274 (2000 LC16)",17274,,N,16.87,,3.183,0.037,16.495,59800,0.5537,2.733,1.220,5.57,305.73,21.39,314.75,4.25,0.211,1.15,3.1,AMO
2017511," 17511 (1992 QN)",17511,,N,17.31,,,,5.9902,59800,0.3587,1.19,0.763,9.58,355.91,202.39,123.26,1.62,0.132,3.34,5.25,APO
2018106," 18106 Blume (2000 NX3)",18106,Blume,N,17.86,,,,,59800,0.5120,2.445,1.193,4.22,109.18,234.97,266.19,3.70,0.196,1.74,3.3,AMO
2018109," 18109 (2000 NG11)",18109,,N,17.20,,,,4.25,59800,0.3678,1.881,1.189,0.81,59.53,319.25,171.83,2.57,0.192,2.89,3.88,AMO
2018172," 18172 (2000 QL7)",18172,,N,15.61,,,,2.37512,59800,0.5112,2.424,1.185,17.83,338.46,100.72,253.54,3.66,0.366,2.08,3.26,AMO
2018736," 18736 (1998 NU)",18736,,N,15.99,,,,2.4753,59800,0.4907,2.35,1.197,2.81,297.43,222.96,340.73,3.50,0.21,1.5,3.38,AMO
2018882," 18882 (1999 YN4)",18882,,N,16.05,,,,,59800,0.2321,1.685,1.294,36.81,291.69,242.65,49.45,2.08,0.432,3.23,3.97,AMO
2019356," 19356 (1997 GH3)",19356,,N,17.01,,0.91,0.34,6.714,59800,0.5610,2.507,1.101,3.01,186.54,334.17,156.02,3.91,0.113,1.09,3.22,AMO
2019764," 19764 (2000 NF5)",19764,,N,16.12,,1.572,0.342,59.263,59800,0.4427,2.233,1.245,1.33,281.50,9.59,230.63,3.22,0.228,1.99,3.5,AMO
2020086," 20086 (1994 LW)",20086,,N,16.70,,,,,59800,0.6231,3.183,1.200,21.77,237.15,58.00,337.17,5.17,0.318,1.15,2.77,AMO
2020236," 20236 (1998 BZ7)",20236,,N,17.71,,,,10.182,59800,0.5593,2.036,0.897,6.50,111.42,104.31,131.12,3.17,0.0519,1.83,3.59,APO
2020255," 20255 (1998 FX2)",20255,,N,18.47,,,,6.804,59800,0.4921,2.151,1.092,9.96,180.94,17.57,254.78,3.21,0.102,1.75,3.52,AMO
2020425," 20425 (1998 VD35)",20425,,Y,20.51,,,,,59800,0.4769,1.565,0.818,6.99,227.26,296.32,349.77,2.31,0.0037,2.7,4.28,APO
2020429," 20429 (1998 YN1)",20429,,N,17.75,,,,2.718,59800,0.4643,1.556,0.834,6.30,61.75,147.60,356.36,2.28,0.0565,2.68,4.31,APO
2020460," 20460 Robwhiteley (1999 LO28)",20460,Robwhiteley,N,15.30,,2.716,0.199,2.7209,59800,0.4120,1.877,1.103,33.94,280.07,283.62,36.94,2.65,0.33,2.99,3.68,AMO
2020790," 20790 (2000 SE45)",20790,,N,16.66,,,,2.792,59800,0.5566,2.751,1.220,8.30,302.95,168.92,267.55,4.28,0.239,0.872,3.09,AMO
2020826," 20826 (2000 UV13)",20826,,N,13.84,,3.687,0.123,5.313,59800,0.6357,2.42,0.882,31.93,347.32,198.62,243.77,3.96,0.0882,1.19,3.04,APO
2021088," 21088 Chelyabinsk (1992 BL2)",21088,Chelyabinsk,N,14.35,,2.793,0.206,11.23,59800,0.2387,1.707,1.299,38.46,297.84,27.17,34.68,2.11,0.308,3.2,3.92,AMO
2021277," 21277 (1996 TO5)",21277,,N,16.21,,,,7.7,59800,0.5204,2.378,1.140,20.95,167.38,250.09,351.93,3.62,0.314,2.27,3.27,AMO
2021374," 21374 (1997 WS22)",21374,,N,17.47,,,,3.405,59800,0.1206,1.269,1.116,23.98,59.20,197.18,258.04,1.42,0.11,3.59,5,AMO
2022099," 22099 (2000 EX106)",22099,,N,17.99,,0.524,0.444,6.334,59800,0.2763,1.105,0.799,9.85,136.44,186.58,0.81,1.41,0.168,3.88,5.58,APO
2022753," 22753 (1998 WT)",22753,,Y,17.69,,,,10.24,59800,0.5698,1.219,0.524,3.20,307.41,324.76,299.44,1.91,0.0337,3.21,5.06,APO
2022771," 22771 (1999 CU3)",22771,,N,16.96,,,,3.782,59800,0.5240,1.576,0.750,11.40,338.95,305.80,218.47,2.40,0.063,2.85,4.22,APO
2023183," 23183 (2000 OY21)",23183,,N,16.07,,1.098,0.640,6.9809,59800,0.4009,1.824,1.093,40.97,119.65,301.44,279.10,2.56,0.258,3.05,3.67,AMO
2023187," 23187 (2000 PN9)",23187,,Y,16.06,,,,2.5325,59800,0.5893,1.847,0.758,51.33,164.31,293.54,213.36,2.93,0.0131,3.08,3.42,APO
2023548," 23548 (1994 EF2)",23548,,N,17.13,,,,,59800,0.5175,2.29,1.105,23.44,345.87,124.30,85.47,3.47,0.243,2.02,3.31,AMO
2023606," 23606 (1996 AS1)",23606,,N,18.33,,0.866,0.123,,59800,0.3610,1.75,1.118,14.36,296.63,357.62,9.70,2.38,0.102,2.84,4.02,AMO
2023714," 23714 (1998 EC3)",23714,,N,16.84,,,,,59800,0.5164,2.128,1.029,8.40,127.86,128.96,271.06,3.23,0.081,1.9,3.53,AMO
2024443," 24443 (2000 OG)",24443,,N,16.42,,,,4.069,59800,0.8222,2.311,0.411,25.75,178.12,231.17,83.07,4.21,0.152,1.92,2.94,APO
2024445," 24445 (2000 PM8)",24445,,N,14.80,,,,6.811,59800,0.5459,2.21,1.004,23.78,203.16,219.07,239.51,3.42,0.0821,2.19,3.35,APO
2024475," 24475 (2000 VN2)",24475,,N,16.46,,,,,59800,0.4413,1.975,1.104,14.63,76.41,32.66,289.83,2.85,0.153,2.38,3.7,AMO
2024761," 24761 Ahau (1993 BW2)",24761,Ahau,N,17.44,,,,,59800,0.3058,1.335,0.927,21.92,121.06,287.52,94.72,1.74,0.102,3.7,4.79,APO
2025143," 25143 Itokawa (1998 SF36)",25143,Itokawa,Y,19.26,,0.33,,12.132,59800,0.2801,1.324,0.953,1.62,69.08,162.79,345.13,1.70,0.013,3.29,4.9,APO
2025330," 25330 (1999 KV4)",25330,,N,16.79,,3.21,0.052,4.919,59800,0.3710,1.54,0.969,14.33,50.54,86.10,76.73,2.11,0.174,3.02,4.36,APO
2025916," 25916 (2001 CP44)",25916,,N,13.70,,5.683,0.177,4.6021,59800,0.4979,2.561,1.286,15.74,94.67,199.79,353.59,3.84,0.281,1.42,3.2,AMO
2026166," 26166 (1995 QN3)",26166,,N,16.81,,,,,59800,0.6443,3.3,1.174,14.78,185.71,62.90,199.95,5.43,0.272,0.744,2.75,AMO
2026310," 26310 (1998 TX6)",26310,,N,19.31,,,,,59800,0.4686,2.141,1.138,5.38,210.85,98.91,252.06,3.14,0.158,2.19,3.56,AMO
2026379," 26379 (1999 HZ1)",26379,,N,18.20,,,,,59800,0.5762,1.606,0.681,8.68,252.11,200.59,212.52,2.53,0.131,2.71,4.14,APO
2026663," 26663 (2000 XK47)",26663,,Y,18.20,,,,2.572,59800,0.4722,1.546,0.816,13.54,303.66,231.14,58.69,2.28,0.0347,2.77,4.3,APO
2026760," 26760 (2001 KP41)",26760,,N,15.51,,5.400,0.042,5.3,59800,0.5578,2.851,1.261,11.02,146.25,155.20,125.45,4.44,0.258,0.936,3.03,AMO
2026817," 26817 (1987 QB)",26817,,N,19.49,,1.172,0.027,,59800,0.5944,2.803,1.137,3.50,153.19,156.58,169.02,4.47,0.125,0.855,3.04,AMO
2027002," 27002 (1998 DV9)",27002,,Y,18.31,,,,,59800,0.4335,1.744,0.988,8.70,130.37,0.79,221.32,2.50,0.00436,2.56,4.01,APO
2027031," 27031 (1998 RO4)",27031,,N,17.97,,,,,59800,0.4250,2.14,1.230,5.36,191.86,111.83,250.72,3.05,0.236,2.25,3.59,AMO
2027346," 27346 (2000 DN8)",27346,,N,15.92,,1.802,0.256,0.068,59800,0.3990,1.875,1.127,36.95,135.21,269.24,348.11,2.62,0.444,3.34,3.66,AMO
2029075," 29075 (1950 DA)",29075,,Y,17.28,,2.000,0.070,2.1216,59800,0.5082,1.698,0.835,12.17,356.65,224.66,227.11,2.56,0.0399,2.48,4.03,APO
2030825," 30825 (1990 TG1)",30825,,N,14.79,,,,2.62428,59800,0.6809,2.436,0.777,8.74,205.02,33.69,193.01,4.09,0.0692,0.968,3.13,APO
2030997," 30997 (1995 UO5)",30997,,N,17.35,,,,,59800,0.6433,1.56,0.557,36.23,38.63,151.12,161.61,2.56,0.403,2.52,4.01,APO
2031210," 31210 (1998 BX7)",31210,,N,16.49,,,,6.379,59800,0.5024,2.605,1.296,8.96,144.92,271.34,330.07,3.91,0.356,1.61,3.21,AMO
2031221," 31221 (1998 BP26)",31221,,N,17.31,,,,2.407,59800,0.2571,1.723,1.280,20.22,331.03,186.83,296.26,2.17,0.293,2.83,4.06,AMO
2031345," 31345 (1998 PG)",31345,,N,17.61,,,,2.5163,59800,0.3914,2.016,1.227,6.50,222.70,156.17,115.37,2.80,0.235,2.67,3.72,AMO
2031346," 31346 (1998 PB1)",31346,,N,17.25,,,,,59800,0.4300,2.029,1.157,5.96,299.73,350.51,115.66,2.90,0.141,2.31,3.69,AMO
2031662," 31662 (1999 HP11)",31662,,N,19.52,,,,,59800,0.5480,1.598,0.722,18.82,13.95,312.03,128.40,2.47,0.124,3.02,4.13,APO
2031669," 31669 (1999 JT6)",31669,,Y,16.14,,,,5.807,59800,0.5779,2.136,0.902,9.54,78.81,39.10,204.94,3.37,0.000685,1.81,3.47,APO
2032906," 32906 (1994 RH)",32906,,N,15.92,,,,2.569,59800,0.4400,2.248,1.259,18.94,331.18,92.31,68.79,3.24,0.454,2.51,3.43,AMO
2033342," 33342 (1998 WT24)",33342,,Y,18.02,,0.432,0.654,3.697,59800,0.4176,0.7188,0.419,7.37,81.67,167.53,173.50,1.02,0.0113,4,7.91,ATE
2034613," 34613 (2000 UR13)",34613,,N,16.11,,,,10.87,59800,0.3874,2.069,1.267,6.18,315.28,286.17,235.43,2.87,0.28,2.2,3.67,AMO
2035107," 35107 (1991 VH)",35107,,Y,16.91,,0.929,0.408,2.6236,59800,0.1442,1.137,0.973,13.91,139.35,206.95,170.48,1.30,0.026,3.98,5.47,APO
2035396," 35396 (1997 XF11)",35396,,Y,17.04,,0.704,0.772,3.259,59800,0.4838,1.442,0.745,4.10,213.66,103.04,176.86,2.14,0.000476,3.19,4.53,APO
2035432," 35432 (1998 BG9)",35432,,N,19.39,,,,,59800,0.5450,2.502,1.138,13.14,115.33,1.61,60.05,3.87,0.156,1.27,3.21,AMO
2035670," 35670 (1998 SU27)",35670,,N,19.57,,,,,59800,0.5963,2.121,0.856,7.14,271.35,169.84,235.36,3.39,0.0721,1.9,3.47,APO
2036017," 36017 (1999 ND43)",36017,,N,19.30,,,,5.79,59800,0.3143,1.523,1.045,5.55,332.08,52.09,51.40,2.00,0.0785,3.47,4.44,AMO
2036183," 36183 (1999 TX16)",36183,,N,16.31,,2.339,0.089,5.613,59800,0.3325,1.551,1.035,38.22,54.65,311.19,320.42,2.07,0.136,3.55,4.16,AMO
2036236," 36236 (1999 VV)",36236,,N,16.00,,,,2.743,59800,0.4236,1.332,0.768,58.03,241.07,19.78,47.88,1.90,0.229,3.18,4.39,APO
2036284," 36284 (2000 DM8)",36284,,N,15.02,,,,3.844,59800,0.5539,1.484,0.662,46.77,323.16,317.97,52.39,2.31,0.268,3.26,4.12,APO
2037336," 37336 (2001 RM)",37336,,N,15.75,,,,,59800,0.4836,2.253,1.163,36.67,223.65,118.00,76.49,3.34,0.351,2.85,3.23,AMO
2037638," 37638 (1993 VB)",37638,,Y,19.29,,,,,59800,0.5190,1.91,0.919,5.08,145.60,323.10,298.52,2.90,2.09e-05,2.27,3.75,APO
2037655," 37655 Illapa (1994 PM)",37655,Illapa,Y,17.85,,,,2.6556,59800,0.7523,1.478,0.366,18.03,139.55,303.87,176.10,2.59,0.0248,2.83,4.19,APO
2038071," 38071 (1999 GU3)",38071,,Y,19.58,,,,216,59800,0.5076,2.089,1.029,12.74,195.50,8.82,260.96,3.15,0.032,1.81,3.56,AMO
2038086," 38086 Beowulf (1999 JB)",38086,Beowulf,N,17.36,,0.643,0.469,,59800,0.5663,1.42,0.616,23.67,165.33,178.96,210.93,2.22,0.385,3.2,4.45,APO
2038091," 38091 (1999 JT3)",38091,,N,16.32,,2.517,0.092,,59800,0.4012,2.17,1.299,9.33,64.82,225.13,59.68,3.04,0.308,2.2,3.56,AMO
2038239," 38239 (1999 OR3)",38239,,N,18.26,,,,,59800,0.5755,2.035,0.864,9.44,199.94,28.07,358.51,3.21,0.0547,1.79,3.57,APO
2039565," 39565 (1992 SL)",39565,,N,18.45,,,,,59800,0.3343,1.642,1.093,8.60,0.96,344.76,81.30,2.19,0.0925,3.23,4.22,AMO
2039572," 39572 (1993 DQ1)",39572,,Y,16.56,,1.554,0.184,,59800,0.4921,2.037,1.035,10.02,313.55,344.85,294.51,3.04,0.0291,2.22,3.63,AMO
2039796," 39796 (1997 TD)",39796,,N,15.84,,2.131,0.205,223.5,59800,0.4681,2.25,1.197,12.92,158.95,170.99,136.73,3.30,0.189,2.09,3.44,AMO
2040263," 40263 (1999 FQ5)",40263,,N,17.78,,0.954,0.177,28,59800,0.1611,1.495,1.254,25.85,172.81,198.68,80.43,1.74,0.257,3.7,4.43,AMO
2040267," 40267 (1999 GJ4)",40267,,N,15.58,,1.641,0.214,4.9567,59800,0.8085,1.339,0.256,34.49,148.23,211.94,247.46,2.42,0.157,3.17,4.38,APO
2040329," 40329 (1999 ML)",40329,,N,17.80,,,,47,59800,0.4544,2.266,1.236,2.52,210.91,112.07,268.93,3.30,0.228,2.07,3.47,AMO
2041429," 41429 (2000 GE2)",41429,,Y,20.66,,0.204,0.267,,59800,0.5553,1.593,0.708,2.17,351.92,297.23,10.57,2.48,0.0109,2.73,4.19,APO
2041440," 41440 (2000 HZ23)",41440,,N,19.88,,,,,59800,0.2113,1.576,1.243,15.11,64.05,200.09,66.46,1.91,0.237,3.15,4.34,AMO
2042286," 42286 (2001 TN41)",42286,,N,16.68,,,,77.9,59800,0.3918,1.419,0.863,24.07,55.84,150.89,2.48,1.98,0.11,3.03,4.54,APO
2048603," 48603 (1995 BC2)",48603,,N,17.82,,0.844,0.227,,59800,0.4297,1.918,1.094,5.03,328.24,81.77,165.97,2.74,0.138,2.69,3.81,AMO
2052340," 52340 (1992 SY)",52340,,N,18.10,,,,,59800,0.5473,2.212,1.002,8.08,5.26,116.33,339.27,3.42,0.101,1.75,3.43,APO
2052381," 52381 (1993 HA)",52381,,N,20.07,,,,4.1103,59800,0.1441,1.278,1.094,7.73,183.26,263.87,213.64,1.46,0.169,3.68,5.04,AMO
2052387," 52387 Huitzilopochtli (1993 OM7)",52387,Huitzilopochtli,N,17.74,,0.890,0.171,26,59800,0.1897,1.282,1.039,24.15,297.58,195.55,161.25,1.53,0.0622,3.55,4.95,AMO
2052689," 52689 (1998 FF2)",52689,,N,19.19,,,,,59800,0.2924,1.562,1.105,10.98,4.68,265.13,119.38,2.02,0.212,3.13,4.36,AMO
2052750," 52750 (1998 KK17)",52750,,N,16.57,,1.059,0.471,26.43,59800,0.5248,1.427,0.678,11.17,141.32,334.15,124.27,2.18,0.162,2.96,4.52,APO
2052760," 52760 (1998 ML14)",52760,,Y,17.51,,1.0,,14.28,59800,0.6236,2.409,0.907,2.43,338.72,20.30,136.32,3.91,0.0168,1.55,3.22,APO
2052761," 52761 (1998 MN14)",52761,,N,17.98,,,,,59800,0.2242,1.555,1.206,19.48,258.98,350.44,174.70,1.90,0.193,3.15,4.35,AMO
2052762," 52762 (1998 MT24)",52762,,N,14.92,,6.742,0.051,12.08,59800,0.6523,2.417,0.840,33.86,309.08,254.40,179.27,3.99,0.14,2.43,3.01,APO
2052768," 52768 (1998 OR2)",52768,,Y,16.04,,1.75,,4.112,59800,0.5749,2.381,1.012,5.88,26.94,174.55,226.51,3.75,0.0107,1.2,3.29,APO
2053110," 53110 (1999 AR7)",53110,,N,16.73,,,,2.7375,59800,0.2146,1.645,1.292,40.62,85.43,58.26,21.55,2.00,0.411,3.38,4,AMO
2053319," 53319 (1999 JM8)",53319,,Y,15.36,,7.,,136,59800,0.6417,2.724,0.976,13.84,133.62,166.83,53.20,4.47,0.0258,0.854,2.99,APO
2053409," 53409 (1999 LU7)",53409,,N,18.73,,,,,59800,0.6283,2.102,0.781,10.88,206.69,147.75,185.80,3.42,0.0866,2.1,3.45,APO
2053426," 53426 (1999 SL5)",53426,,Y,17.27,,,,5.03,59800,0.5383,1.923,0.888,22.77,239.08,43.35,232.38,2.96,0.0244,2.36,3.65,APO
2053429," 53429 (1999 TF5)",53429,,Y,18.94,,,,,59800,0.6397,2.023,0.729,26.78,199.21,64.08,7.41,3.32,0.0464,2.32,3.43,APO
2053430," 53430 (1999 TY16)",53430,,N,16.69,,1.233,0.266,9.5819,59800,0.4034,2.099,1.252,60.40,241.92,156.94,190.91,2.95,0.292,2.55,3.05,AMO
2053435," 53435 (1999 VM40)",53435,,N,14.74,,,,5.189,59800,0.4830,2.311,1.195,15.35,51.35,354.45,184.93,3.43,0.207,1.99,3.38,AMO
2053550," 53550 (2000 BF19)",53550,,Y,19.15,,,,,59800,0.4194,1.495,0.868,7.18,313.22,324.92,356.02,2.12,0.0459,3.04,4.45,APO
2053789," 53789 (2000 ED104)",53789,,Y,17.41,,0.843,0.222,43,59800,0.2692,1.371,1.002,40.79,190.02,218.33,105.53,1.74,0.0487,3.8,4.54,APO
2054071," 54071 (2000 GQ146)",54071,,N,17.48,,,,51,59800,0.1974,1.329,1.067,23.44,36.34,128.30,238.32,1.59,0.126,3.42,4.82,AMO
2054401," 54401 (2000 LM)",54401,,N,17.23,,1.189,0.181,19.03,59800,0.2623,1.711,1.262,18.95,240.85,67.12,304.57,2.16,0.355,3.15,4.09,AMO
2054509," 54509 YORP (2000 PH5)",54509,YORP,N,22.66,,,,0.2029,59800,0.2300,1.006,0.775,1.60,278.22,278.94,37.85,1.24,0.000679,3.72,6.03,APO
2054660," 54660 (2000 UJ1)",54660,,N,17.97,,,,5.43,59800,0.2808,1.477,1.062,46.69,223.71,158.00,47.99,1.89,0.0882,3.58,4.22,AMO
2054686," 54686 (2001 DU8)",54686,,N,16.61,,1.349,0.244,9.958,59800,0.3416,1.777,1.170,33.21,161.70,265.89,74.44,2.38,0.434,3.33,3.85,AMO
2054690," 54690 (2001 EB)",54690,,N,17.52,,,,,59800,0.2566,1.629,1.211,35.36,33.52,99.60,136.01,2.05,0.413,3.24,4.08,AMO
