"spkid","full_name","name","prefix","epoch_mjd","a","e","i","om","w","ma","H","G","diameter","albedo","rot_per","q","moid"
2015745," 15745 Yuliya (1991 PM5)",Yuliya,,59800,1.72,0.2550,14.43,132.61,140.60,294.77,17.43,,,,3.2486,1.281,0.296
2015817," 15817 Lucianotesi (1994 QC)",Lucianotesi,,59800,1.324,0.1182,13.87,162.49,94.27,182.86,18.41,,,,11,1.168,0.248
2016064," 16064 Davidharvey (1999 RH27)",Davidharvey,,59800,2.848,0.5892,4.54,335.56,104.76,239.95,16.90,,4.106,0.020,178.5,1.170,0.204
2016636," 16636 (1993 QP)",,,59800,2.31,0.4683,7.21,296.81,47.32,90.15,18.78,,,,19.01,1.228,0.239
2016657," 16657 (1993 UB)",,,59800,2.278,0.4604,24.94,31.20,21.26,126.97,16.69,,,,,1.229,0.255
2016816," 16816 (1997 UF9)",,,59800,1.442,0.6042,25.92,37.16,157.95,0.48,16.29,,,,2.449,0.571,0.379
2016834," 16834 (1997 WU22)",,,59800,1.468,0.4421,15.99,260.78,334.33,164.21,15.80,,1.87,0.22,9.345,0.819,0.146
2016912," 16912 Rhiannon (1998 EP8)",Rhiannon,,59800,1.751,0.2728,24.52,169.18,221.22,304.50,17.94,,,,,1.273,0.321
2016960," 16960 (1998 QS52)",,,59800,2.201,0.8590,17.52,260.18,243.24,67.02,14.43,,,,5.789,0.310,0.0178
2017181," 17181 (1999 UM3)",,,59800,2.37,0.6740,10.65,113.57,36.80,59.67,16.60,,,,,0.773,0.071
2017182," 17182 (1999 VU)",,,59800,1.387,0.5536,9.27,333.51,203.18,263.02,17.12,,2.885,0.028,6.61,0.619,0.144
2017188," 17188 (1999 WC2)",,,59800,2.216,0.6370,29.45,269.78,287.26,293.30,16.52,,1.819,0.147,5.0638,0.804,0.0632
2017274," 17274 (2000 LC16)",,,59800,2.733,0.5537,5.57,305.73,21.39,314.75,16.87,,3.183,0.037,16.495,1.220,0.211
2017511," 17511 (1992 QN)",,,59800,1.19,0.3587,9.58,355.91,202.39,123.26,17.31,,,,5.9902,0.763,0.132
2018106," 18106 Blume (2000 NX3)",Blume,,59800,2.445,0.5120,4.22,109.18,234.97,266.19,17.86,,,,,1.193,0.196
2018109," 18109 (2000 NG11)",,,59800,1.881,0.3678,0.81,59.53,319.25,171.83,17.20,,,,4.25,1.189,0.192
2018172," 18172 (2000 QL7)",,,59800,2.424,0.5112,17.83,338.46,100.72,253.54,15.61,,,,2.37512,1.185,0.366
2018736," 18736 (1998 NU)",,,59800,2.35,0.4907,2.81,297.43,222.96,340.73,15.99,,,,2.4753,1.197,0.21
2018882," 18882 (1999 YN4)",,,59800,1.685,0.2321,36.81,291.69,242.65,49.45,16.05,,,,,1.294,0.432
2019356," 19356 (1997 GH3)",,,59800,2.507,0.5610,3.01,186.54,334.17,156.02,17.01,,0.91,0.34,6.714,1.101,0.113
2019764," 19764 (2000 NF5)",,,59800,2.233,0.4427,1.33,281.50,9.59,230.63,16.12,,1.572,0.342,59.263,1.245,0.228
2020086," 20086 (1994 LW)",,,59800,3.183,0.6231,21.77,237.15,58.00,337.17,16.70,,,,,1.200,0.318
2020236," 20236 (1998 BZ7)",,,59800,2.036,0.5593,6.50,111.42,104.31,131.12,17.71,,,,10.182,0.897,0.0519
2020255," 20255 (1998 FX2)",,,59800,2.151,0.4921,9.96,180.94,17.57,254.78,18.47,,,,6.804,1.092,0.102
2020425," 20425 (1998 VD35)",,,59800,1.565,0.4769,6.99,227.26,296.32,349.77,20.51,,,,,0.818,0.0037
2020429," 20429 (1998 YN1)",,,59800,1.556,0.4643,6.30,61.75,147.60,356.36,17.75,,,,2.718,0.834,0.0565
2020460," 20460 Robwhiteley (1999 LO28)",Robwhiteley,,59800,1.877,0.4120,33.94,280.07,283.62,36.94,15.30,,2.716,0.199,2.7209,1.103,0.33
2020790," 20790 (2000 SE45)",,,59800,2.751,0.5566,8.30,302.95,168.92,267.55,16.66,,,,2.792,1.220,0.239
2020826," 20826 (2000 UV13)",,,59800,2.42,0.6357,31.93,347.32,198.62,243.77,13.84,,3.687,0.123,5.313,0.882,0.0882
2021088," 21088 Chelyabinsk (1992 BL2)",Chelyabinsk,,59800,1.707,0.2387,38.46,297.84,27.17,34.68,14.35,,2.793,0.206,11.23,1.299,0.308
2021277," 21277 (1996 TO5)",,,59800,2.378,0.5204,20.95,167.38,250.09,351.93,16.21,,,,7.7,1.140,0.314
2021374," 21374 (1997 WS22)",,,59800,1.269,0.1206,23.98,59.20,197.18,258.04,17.47,,,,3.405,1.116,0.11
2022099," 22099 (2000 EX106)",,,59800,1.105,0.2763,9.85,136.44,186.58,0.81,17.99,,0.524,0.444,6.334,0.799,0.168
2022753," 22753 (1998 WT)",,,59800,1.219,0.5698,3.20,307.41,324.76,299.44,17.69,,,,10.24,0.524,0.0337
2022771," 22771 (1999 CU3)",,,59800,1.576,0.5240,11.40,338.95,305.80,218.47,16.96,,,,3.782,0.750,0.063
2023183," 23183 (2000 OY21)",,,59800,1.824,0.4009,40.97,119.65,301.44,279.10,16.07,,1.098,0.640,6.9809,1.093,0.258
2023187," 23187 (2000 PN9)",,,59800,1.847,0.5893,51.33,164.31,293.54,213.36,16.06,,,,2.5325,0.758,0.0131
2023548," 23548 (1994 EF2)",,,59800,2.29,0.5175,23.44,345.87,124.30,85.47,17.13,,,,,1.105,0.243
2023606," 23606 (1996 AS1)",,,59800,1.75,0.3610,14.36,296.63,357.62,9.70,18.33,,0.866,0.123,,1.118,0.102
2023714," 23714 (1998 EC3)",,,59800,2.128,0.5164,8.40,127.86,128.96,271.06,16.84,,,,,1.029,0.081
2024443," 24443 (2000 OG)",,,59800,2.311,0.8222,25.75,178.12,231.17,83.07,16.42,,,,4.069,0.411,0.152
2024445," 24445 (2000 PM8)",,,59800,2.21,0.5459,23.78,203.16,219.07,239.51,14.80,,,,6.811,1.004,0.0821
2024475," 24475 (2000 VN2)",,,59800,1.975,0.4413,14.63,76.41,32.66,289.83,16.46,,,,,1.104,0.153
2024761," 24761 Ahau (1993 BW2)",Ahau,,59800,1.335,0.3058,21.92,121.06,287.52,94.72,17.44,,,,,0.927,0.102
2025143," 25143 Itokawa (1998 SF36)",Itokawa,,59800,1.324,0.2801,1.62,69.08,162.79,345.13,19.26,,0.33,,12.132,0.953,0.013
2025330," 25330 (1999 KV4)",,,59800,1.54,0.3710,14.33,50.54,86.10,76.73,16.79,,3.21,0.052,4.919,0.969,0.174
2025916," 25916 (2001 CP44)",,,59800,2.561,0.4979,15.74,94.67,199.79,353.59,13.70,,5.683,0.177,4.6021,1.286,0.281
2026166," 26166 (1995 QN3)",,,59800,3.3,0.6443,14.78,185.71,62.90,199.95,16.81,,,,,1.174,0.272
2026310," 26310 (1998 TX6)",,,59800,2.141,0.4686,5.38,210.85,98.91,252.06,19.31,,,,,1.138,0.158
2026379," 26379 (1999 HZ1)",,,59800,1.606,0.5762,8.68,252.11,200.59,212.52,18.20,,,,,0.681,0.131
2026663," 26663 (2000 XK47)",,,59800,1.546,0.4722,13.54,303.66,231.14,58.69,18.20,,,,2.572,0.816,0.0347
2026760," 26760 (2001 KP41)",,,59800,2.851,0.5578,11.02,146.25,155.20,125.45,15.51,,5.400,0.042,5.3,1.261,0.258
2026817," 26817 (1987 QB)",,,59800,2.803,0.5944,3.50,153.19,156.58,169.02,19.49,,1.172,0.027,,1.137,0.125
2027002," 27002 (1998 DV9)",,,59800,1.744,0.4335,8.70,130.37,0.79,221.32,18.31,,,,,0.988,0.00436
2027031," 27031 (1998 RO4)",,,59800,2.14,0.4250,5.36,191.86,111.83,250.72,17.97,,,,,1.230,0.236
2027346," 27346 (2000 DN8)",,,59800,1.875,0.3990,36.95,135.21,269.24,348.11,15.92,,1.802,0.256,0.068,1.127,0.444
2029075," 29075 (1950 DA)",,,59800,1.698,0.5082,12.17,356.65,224.66,227.11,17.28,,2.000,0.070,2.1216,0.835,0.0399
2030825," 30825 (1990 TG1)",,,59800,2.436,0.6809,8.74,205.02,33.69,193.01,14.79,,,,2.62428,0.777,0.0692
2030997," 30997 (1995 UO5)",,,59800,1.56,0.6433,36.23,38.63,151.12,161.61,17.35,,,,,0.557,0.403
2031210," 31210 (1998 BX7)",,,59800,2.605,0.5024,8.96,144.92,271.34,330.07,16.49,,,,6.379,1.296,0.356
2031221," 31221 (1998 BP26)",,,59800,1.723,0.2571,20.22,331.03,186.83,296.26,17.31,,,,2.407,1.280,0.293
2031345," 31345 (1998 PG)",,,59800,2.016,0.3914,6.50,222.70,156.17,115.37,17.61,,,,2.5163,1.227,0.235
2031346," 31346 (1998 PB1)",,,59800,2.029,0.4300,5.96,299.73,350.51,115.66,17.25,,,,,1.157,0.141
2031662," 31662 (1999 HP11)",,,59800,1.598,0.5480,18.82,13.95,312.03,128.40,19.52,,,,,0.722,0.124
2031669," 31669 (1999 JT6)",,,59800,2.136,0.5779,9.54,78.81,39.10,204.94,16.14,,,,5.807,0.902,0.000685
2032906," 32906 (1994 RH)",,,59800,2.248,0.4400,18.94,331.18,92.31,68.79,15.92,,,,2.569,1.259,0.454
2033342," 33342 (1998 WT24)",,,59800,0.7188,0.4176,7.37,81.67,167.53,173.50,18.02,,0.432,0.654,3.697,0.419,0.0113
2034613," 34613 (2000 UR13)",,,59800,2.069,0.3874,6.18,315.28,286.17,235.43,16.11,,,,10.87,1.267,0.28
2035107," 35107 (1991 VH)",,,59800,1.137,0.1442,13.91,139.35,206.95,170.48,16.91,,0.929,0.408,2.6236,0.973,0.026
2035396," 35396 (1997 XF11)",,,59800,1.442,0.4838,4.10,213.66,103.04,176.86,17.04,,0.704,0.772,3.259,0.745,0.000476
2035432," 35432 (1998 BG9)",,,59800,2.502,0.5450,13.14,115.33,1.61,60.05,19.39,,,,,1.138,0.156
2035670," 35670 (1998 SU27)",,,59800,2.121,0.5963,7.14,271.35,169.84,235.36,19.57,,,,,0.856,0.0721
2036017," 36017 (1999 ND43)",,,59800,1.523,0.3143,5.55,332.08,52.09,51.40,19.30,,,,5.79,1.045,0.0785
2036183," 36183 (1999 TX16)",,,59800,1.551,0.3325,38.22,54.65,311.19,320.42,16.31,,2.339,0.089,5.613,1.035,0.136
2036236," 36236 (1999 VV)",,,59800,1.332,0.4236,58.03,241.07,19.78,47.88,16.00,,,,2.743,0.768,0.229
2036284," 36284 (2000 DM8)",,,59800,1.484,0.5539,46.77,323.16,317.97,52.39,15.02,,,,3.844,0.662,0.268
2037336," 37336 (2001 RM)",,,59800,2.253,0.4836,36.67,223.65,118.00,76.49,15.75,,,,,1.163,0.351
2037638," 37638 (1993 VB)",,,59800,1.91,0.5190,5.08,145.60,323.10,298.52,19.29,,,,,0.919,2.08e-05
2037655," 37655 Illapa (1994 PM)",Illapa,,59800,1.478,0.7523,18.03,139.55,303.87,176.10,17.85,,,,2.6556,0.366,0.0248
2038071," 38071 (1999 GU3)",,,59800,2.089,0.5076,12.74,195.50,8.82,260.96,19.58,,,,216,1.029,0.032
2038086," 38086 Beowulf (1999 JB)",Beowulf,,59800,1.42,0.5663,23.67,165.33,178.96,210.93,17.36,,0.643,0.469,,0.616,0.385
2038091," 38091 (1999 JT3)",,,59800,2.17,0.4012,9.33,64.82,225.13,59.68,16.32,,2.517,0.092,,1.299,0.308
2038239," 38239 (1999 OR3)",,,59800,2.035,0.5755,9.44,199.94,28.07,358.51,18.26,,,,,0.864,0.0547
2039565," 39565 (1992 SL)",,,59800,1.642,0.3343,8.60,0.96,344.76,81.30,18.45,,,,,1.093,0.0925
2039572," 39572 (1993 DQ1)",,,59800,2.037,0.4921,10.02,313.55,344.85,294.51,16.56,,1.554,0.184,,1.035,0.0291
2039796," 39796 (1997 TD)",,,59800,2.25,0.4681,12.92,158.95,170.99,136.73,15.84,,2.131,0.205,223.5,1.197,0.189
2040263," 40263 (1999 FQ5)",,,59800,1.495,0.1611,25.85,172.81,198.68,80.43,17.78,,0.954,0.177,28,1.254,0.257
2040267," 40267 (1999 GJ4)",,,59800,1.339,0.8085,34.49,148.23,211.94,247.46,15.58,,1.641,0.214,4.9567,0.256,0.157
2040329," 40329 (1999 ML)",,,59800,2.266,0.4544,2.52,210.91,112.07,268.93,17.80,,,,47,1.236,0.228
2041429," 41429 (2000 GE2)",,,59800,1.593,0.5553,2.17,351.92,297.23,10.57,20.66,,0.204,0.267,,0.708,0.0109
2041440," 41440 (2000 HZ23)",,,59800,1.576,0.2113,15.11,64.05,200.09,66.46,19.88,,,,,1.243,0.237
2042286," 42286 (2001 TN41)",,,59800,1.419,0.3918,24.07,55.84,150.89,2.48,16.68,,,,77.9,0.863,0.11
2048603," 48603 (1995 BC2)",,,59800,1.918,0.4297,5.03,328.24,81.77,165.97,17.82,,0.844,0.227,,1.094,0.138
2052340," 52340 (1992 SY)",,,59800,2.212,0.5473,8.08,5.26,116.33,339.27,18.10,,,,,1.002,0.101
2052381," 52381 (1993 HA)",,,59800,1.278,0.1441,7.73,183.26,263.87,213.64,20.07,,,,4.1103,1.094,0.169
2052387," 52387 Huitzilopochtli (1993 OM7)",Huitzilopochtli,,59800,1.282,0.1897,24.15,297.58,195.55,161.25,17.74,,0.890,0.171,26,1.039,0.0622
2052689," 52689 (1998 FF2)",,,59800,1.562,0.2924,10.98,4.68,265.13,119.38,19.19,,,,,1.105,0.212
2052750," 52750 (1998 KK17)",,,59800,1.427,0.5248,11.17,141.32,334.15,124.27,16.57,,1.059,0.471,26.43,0.678,0.162
2052760," 52760 (1998 ML14)",,,59800,2.409,0.6236,2.43,338.72,20.30,136.32,17.51,,1.0,,14.28,0.907,0.0168
2052761," 52761 (1998 MN14)",,,59800,1.555,0.2242,19.48,258.98,350.44,174.70,17.98,,,,,1.206,0.193
2052762," 52762 (1998 MT24)",,,59800,2.417,0.6523,33.86,309.08,254.40,179.27,14.92,,6.742,0.051,12.08,0.840,0.14
2052768," 52768 (1998 OR2)",,,59800,2.381,0.5749,5.88,26.94,174.55,226.51,16.04,,1.75,,4.112,1.012,0.0107
2053110," 53110 (1999 AR7)",,,59800,1.645,0.2146,40.62,85.43,58.26,21.55,16.73,,,,2.7375,1.292,0.411
2053319," 53319 (1999 JM8)",,,59800,2.724,0.6417,13.84,133.62,166.83,53.20,15.36,,7.,,136,0.976,0.0258
2053409," 53409 (1999 LU7)",,,59800,2.102,0.6283,10.88,206.69,147.75,185.80,18.73,,,,,0.781,0.0866
2053426," 53426 (1999 SL5)",,,59800,1.923,0.5383,22.77,239.08,43.35,232.38,17.27,,,,5.03,0.888,0.0244
2053429," 53429 (1999 TF5)",,,59800,2.023,0.6397,26.78,199.21,64.08,7.40,18.94,,,,,0.729,0.0464
2053430," 53430 (1999 TY16)",,,59800,2.099,0.4034,60.40,241.92,156.94,190.91,16.69,,1.233,0.266,9.5819,1.252,0.292
2053435," 53435 (1999 VM40)",,,59800,2.311,0.4830,15.35,51.35,354.45,184.93,14.74,,,,5.189,1.195,0.207
2053550," 53550 (2000 BF19)",,,59800,1.495,0.4194,7.18,313.22,324.92,356.02,19.15,,,,,0.868,0.0459
2053789," 53789 (2000 ED104)",,,59800,1.371,0.2692,40.79,190.02,218.33,105.53,17.41,,0.843,0.222,43,1.002,0.0487
2054071," 54071 (2000 GQ146)",,,59800,1.329,0.1974,23.44,36.34,128.30,238.32,17.48,,,,51,1.067,0.126
2054401," 54401 (2000 LM)",,,59800,1.711,0.2623,18.95,240.85,67.12,304.57,17.23,,1.189,0.181,19.03,1.262,0.355
2054509," 54509 YORP (2000 PH5)",YORP,,59800,1.006,0.2300,1.60,278.22,278.94,37.85,22.66,,,,0.2029,0.775,0.000679
2054660," 54660 (2000 UJ1)",,,59800,1.477,0.2808,46.69,223.71,158.00,47.99,17.97,,,,5.43,1.062,0.0882
2054686," 54686 (2001 DU8)",,,59800,1.777,0.3416,33.21,161.70,265.89,74.44,16.61,,1.349,0.244,9.958,1.170,0.434
2054690," 54690 (2001 EB)",,,59800,1.629,0.2566,35.36,33.52,99.60,136.01,17.52,,,,,1.211,0.413
2054789," 54789 (2001 MZ7)",,,59800,1.776,0.2876,24.47,130.08,20.01,92.33,15.10,,1.567,0.856,37.57,1.265,0.293
2055408," 55408 (2001 TC2)",,,59800,1.1,0.2246,30.39,193.83,353.55,242.84,18.82,,0.461,0.342,,0.853,0.145
2055532," 55532 (2001 WG2)",,,59800,1.794,0.6955,38.52,81.44,132.36,166.17,16.16,,1.306,0.376,46.08,0.546,0.339
2065674," 65674 (1988 SM)",,,59800,1.665,0.3440,10.95,0.87,313.30,297.50,18.28,,,,,1.092,0.133
2065679," 65679 (1989 UQ)",,,59800,0.9147,0.2646,1.30,178.10,15.00,14.76,19.62,,0.918,0.033,7.746,0.673,0.014
2065690," 65690 (1991 DG)",,,59800,1.428,0.3631,11.14,180.12,63.33,110.13,19.07,,,,7.1125,0.909,0.0396
2065706," 65706 (1992 NA)",,,59800,2.397,0.5560,9.64,349.19,8.70,24.70,16.58,,,,3.4844,1.064,0.0613
2065717," 65717 (1993 BX3)",,,59800,1.395,0.2809,2.81,174.76,290.96,346.23,20.71,,,,20.33,1.003,0.0484
2065733," 65733 (1993 PC)",,,59800,1.154,0.4743,4.15,336.95,168.66,320.20,18.43,,,,4.185,0.607,0.0659
2065803," 65803 Didymos (1996 GT)",Didymos,,59800,1.644,0.3839,3.41,73.19,319.32,325.52,18.24,,0.78,,2.2593,1.013,0.0404
2065909," 65909 (1998 FH12)",,,59800,1.091,0.5397,3.56,108.60,284.48,225.09,19.31,,,,3,0.502,0.0129
2065996," 65996 (1998 MX5)",,,59800,2.937,0.6043,9.55,265.26,57.20,286.96,18.55,,,,3.399,1.162,0.203
2066008," 66008 (1998 QH2)",,,59800,1.426,0.3626,61.01,168.93,13.99,167.31,16.04,,1.484,0.319,7.09,0.909,0.0751
2066063," 66063 (1998 RO1)",,,59800,0.991,0.7201,22.69,351.85,151.17,347.36,18.15,,,,2.4924,0.277,0.0924
2066146," 66146 (1998 TU3)",,,59800,0.7876,0.4838,5.41,102.00,84.87,182.56,14.46,,2.864,0.224,2.375,0.407,0.0734
2066251," 66251 (1999 GJ2)",,,59800,1.536,0.1980,11.28,196.20,142.53,330.81,17.05,,1.222,0.187,2.4621,1.231,0.248
2066253," 66253 (1999 GT3)",,,59800,1.334,0.8378,19.50,157.38,261.09,91.68,18.41,,,,,0.216,0.193
2066272," 66272 (1999 JW6)",,,59800,1.508,0.1433,51.31,66.38,68.44,277.35,17.20,,0.808,0.400,502.,1.292,0.411
2066391," 66391 Moshup (1999 KW4)",Moshup,,59800,0.6424,0.6884,38.88,244.90,192.64,205.44,16.64,,1.317,,2.7645,0.200,0.0134
2066400," 66400 (1999 LT7)",,,59800,0.8554,0.5725,9.06,79.81,341.39,330.65,19.34,,0.411,0.182,,0.366,0.059
2066407," 66407 (1999 LQ28)",,,59800,1.198,0.1200,21.77,94.99,320.53,86.68,19.02,,,,,1.055,0.0971
2066959," 66959 (1999 XO35)",,,59800,2.539,0.5657,20.61,81.90,293.46,237.22,16.94,,,,,1.103,0.276
2067367," 67367 (2000 LY27)",,,59800,1.309,0.2126,9.02,264.52,184.84,82.15,17.13,,,,,1.030,0.0481
2067381," 67381 (2000 OL8)",,,59800,1.321,0.5432,10.67,294.90,266.86,238.47,19.81,,,,,0.603,0.0178
2067399," 67399 (2000 PJ6)",,,59800,1.301,0.3463,14.69,332.88,225.26,35.14,18.40,,,,,0.851,0.0508
2068031," 68031 (2000 YK29)",,,59800,1.376,0.1287,15.17,123.64,31.89,87.62,18.14,,,,2.55,1.199,0.231
2068063," 68063 (2000 YJ66)",,,59800,2.333,0.4580,5.72,308.86,50.31,87.11,15.50,,2.301,0.211,2.1102,1.265,0.273
2068216," 68216 (2001 CV26)",,,59800,1.32,0.3266,17.99,18.14,48.73,141.81,16.63,,0.994,0.449,2.429,0.889,0.0235
2068267," 68267 (2001 EA16)",,,59800,1.51,0.4275,38.83,8.01,317.43,98.18,17.05,,0.875,0.401,3.5,0.864,0.0585
2068278," 68278 (2001 FC7)",,,59800,1.436,0.1146,2.62,99.11,234.49,9.79,18.56,,0.942,0.087,4.23,1.271,0.263
2068346," 68346 (2001 KZ66)",,,59800,1.507,0.4167,16.70,219.38,140.26,67.80,16.94,,0.736,0.291,4.987,0.879,0.038
2068347," 68347 (2001 KB67)",,,59800,0.9622,0.3801,17.12,245.87,243.77,236.59,19.92,,,,6.354,0.596,0.0141
2068348," 68348 (2001 LO7)",,,59800,2.155,0.8408,25.35,236.22,181.64,163.61,14.25,,3.512,0.299,3.3313,0.343,0.385
2068350," 68350 (2001 MK3)",,,59800,1.67,0.2474,29.57,128.85,328.55,123.07,16.03,,1.794,0.219,3.21082,1.257,0.304
2068359," 68359 (2001 OZ13)",,,59800,1.517,0.1742,9.86,99.21,29.19,271.01,17.99,,,,18.07,1.253,0.281
2068372," 68372 (2001 PM9)",,,59800,1.618,0.4157,8.10,252.99,322.27,134.90,18.98,,,,,0.946,0.004
2068548," 68548 (2001 XR31)",,,59800,1.707,0.4366,22.72,302.05,24.72,192.95,16.71,,1.182,0.289,,0.962,0.0253
2068950," 68950 (2002 QF15)",,,59800,1.057,0.3443,25.15,236.21,255.58,49.01,16.39,,1.650,0.178,45.24,0.693,0.00629
2069230," 69230 Hermes (1937 UB)",Hermes,,59800,1.655,0.6238,6.07,34.07,92.91,269.08,17.54,,,,13.894,0.623,0.0044
2085182," 85182 (1991 AQ)",,,59800,2.222,0.7769,3.12,339.58,243.02,180.99,17.14,,1.1,0.242,,0.496,0.0164
2085184," 85184 (1991 JG1)",,,59800,1.374,0.1845,33.88,226.39,322.75,170.92,18.42,,,,24.19,1.121,0.147
2085236," 85236 (1993 KH)",,,59800,1.234,0.3112,12.81,54.37,293.82,37.26,18.70,,,,5.057,0.850,0.00136
2085275," 85275 (1994 LY)",,,59800,1.891,0.4422,17.72,141.15,202.87,264.64,16.36,,2.506,0.093,2.6967,1.055,0.0641
2085490," 85490 (1997 SE5)",,,59800,3.762,0.6610,2.57,247.65,94.13,167.80,14.82,,,,9.0583,1.276,0.272
2085585," 85585 Mjolnir (1998 FG2)",Mjolnir,,59800,1.298,0.3563,4.08,2.31,95.43,224.07,21.64,,,,11.6,0.835,0.0216
2085628," 85628 (1998 KV2)",,,59800,1.592,0.3316,13.03,66.74,50.60,109.56,17.25,,0.775,0.461,2.8228,1.064,0.144
2085640," 85640 (1998 OX4)",,,59800,1.58,0.4858,4.52,299.59,117.25,338.43,21.14,,,,,0.813,0.00119
2085709," 85709 (1998 SG36)",,,59800,1.646,0.3378,24.84,186.58,29.74,248.64,15.97,,2.230,0.141,3.573,1.090,0.124
2085713," 85713 (1998 SS49)",,,59800,1.925,0.6386,10.78,40.97,103.12,304.02,15.78,,3.484,0.076,5.37,0.695,0.00393
2085770," 85770 (1998 UP1)",,,59800,0.9981,0.3452,33.18,18.33,234.22,46.01,20.71,,,,,0.654,0.0847
2085774," 85774 (1998 UT18)",,,59800,1.403,0.3289,13.59,64.63,50.17,64.11,19.17,,0.939,0.042,55.,0.942,0.037
2085804," 85804 (1998 WQ5)",,,59800,1.721,0.3543,27.66,285.75,269.75,82.19,15.43,,2.272,0.167,3.0089,1.111,0.373
2085818," 85818 (1998 XM4)",,,59800,1.657,0.4164,62.72,235.64,301.25,296.70,15.51,,2.028,0.168,19.451,0.967,0.109
2085839," 85839 (1998 YO4)",,,59800,1.654,0.2483,9.32,28.53,199.55,261.02,16.61,,1.140,0.405,2.45,1.243,0.241
2085867," 85867 (1999 BY9)",,,59800,1.831,0.3020,0.94,254.32,287.53,145.62,18.30,,,,700.,1.278,0.282
2085938," 85938 (1999 DJ4)",,,59800,1.854,0.4834,9.14,19.89,197.67,89.61,18.71,,,,2.5141,0.958,0.0218
2085953," 85953 (1999 FK21)",,,59800,0.7388,0.7031,12.61,180.47,172.40,196.48,18.21,,0.59,0.32,28.08,0.219,0.071
2085989," 85989 (1999 JD6)",,,59800,0.8831,0.6328,17.06,130.17,309.23,108.27,17.12,,1.462,0.056,7.6638,0.324,0.0479
2085990," 85990 (1999 JV6)",,,59800,1.008,0.3112,5.36,124.31,235.56,253.49,20.27,,0.451,0.095,6.538,0.695,0.0318
2086039," 86039 (1999 NC43)",,,59800,1.76,0.5788,7.13,311.65,120.77,239.63,15.96,,2.22,0.14,34.49,0.741,0.0243
2086067," 86067 (1999 RM28)",,,59800,1.817,0.3233,30.55,136.06,301.86,71.06,16.46,,1.245,0.314,9.196,1.230,0.366
2086324," 86324 (1999 WA2)",,,59800,1.967,0.4345,34.60,293.67,75.29,134.94,15.74,,2.102,0.191,7.161,1.112,0.342
2086326," 86326 (1999 WK13)",,,59800,1.844,0.3627,34.31,78.45,312.54,35.31,17.42,,1.348,0.098,6.36,1.175,0.28
2086450," 86450 (2000 CK33)",,,59800,0.968,0.4149,18.11,124.85,215.62,328.13,18.41,,,,6.6064,0.566,0.126
2086666," 86666 (2000 FL10)",,,59800,1.463,0.4269,29.01,186.92,258.86,275.70,16.98,,1.165,0.228,206,0.838,0.082
2086667," 86667 (2000 FO10)",,,59800,0.8594,0.5947,14.29,208.33,172.47,184.55,17.58,,0.745,0.349,53.756,0.348,0.133
2086819," 86819 (2000 GK137)",,,59800,1.996,0.5058,10.06,164.89,150.32,292.74,17.47,,0.802,0.301,3.0239,0.987,0.0171
2086829," 86829 (2000 GR146)",,,59800,1.463,0.5749,14.37,78.47,31.42,267.68,15.93,,1.823,0.232,3.0996,0.622,0.203
2086878," 86878 (2000 HD24)",,,59800,1.342,0.6185,9.47,230.99,214.92,166.80,17.68,,,,15.72,0.512,0.103
2087024," 87024 (2000 JS66)",,,59800,1.197,0.1898,14.43,230.51,84.94,275.25,18.67,,,,27.6,0.970,0.097
2087025," 87025 (2000 JT66)",,,59800,1.227,0.4836,25.32,120.51,359.62,185.83,18.17,,,,,0.633,0.349
2087309," 87309 (2000 QP)",,,59800,0.8475,0.4631,34.74,294.28,188.17,298.57,17.61,,0.568,0.499,2.1651,0.455,0.202
2087311," 87311 (2000 QJ1)",,,59800,1.59,0.5126,7.70,191.43,343.46,99.61,16.47,,1.948,0.142,,0.775,0.109
2087684," 87684 (2000 SY2)",,,59800,0.8586,0.6428,19.23,162.03,47.78,272.01,16.03,,,,2.5712,0.307,0.0464
2088188," 88188 (2000 XH44)",,,59800,2.009,0.3912,11.36,340.20,195.13,166.13,16.11,,1.371,0.374,2.6906,1.223,0.236
2088213," 88213 (2001 AF2)",,,59800,0.954,0.5953,17.81,114.26,194.99,188.03,19.48,,0.912,0.028,,0.386,0.173
2088254," 88254 (2001 FM129)",,,59800,1.182,0.6295,1.52,272.14,140.19,273.30,17.77,,0.800,0.252,38.56,0.438,0.0101
2088263," 88263 (2001 KQ1)",,,59800,2.097,0.4322,38.79,232.81,241.62,60.03,15.65,,5.748,0.037,13.17,1.191,0.377
2088264," 88264 (2001 KN20)",,,59800,2.148,0.4520,12.07,104.96,201.43,248.41,17.05,,,,,1.177,0.173
2088710," 88710 (2001 SL9)",,,59800,1.061,0.2701,21.90,202.83,329.36,242.31,17.69,,0.760,0.281,2.4004,0.775,0.197
2088959," 88959 (2001 TZ44)",,,59800,1.723,0.5639,53.84,38.96,114.96,29.54,17.44,,,,6.73,0.752,0.0513
2089136," 89136 (2001 US16)",,,59800,1.356,0.2530,1.91,175.92,67.15,193.25,20.28,,,,14.39,1.013,0.0287
2089355," 89355 (2001 VS78)",,,59800,1.787,0.3083,22.66,103.06,85.01,194.66,15.82,,2.038,0.246,40.553,1.236,0.446
2089830," 89830 (2002 CE)",,,59800,2.077,0.5073,43.66,19.90,5.80,350.04,15.01,,5.067,0.079,2.6149,1.024,0.0283
